"구군","제공연도","동수","세대수","총인구수","남성인구수","여성인구수","시 전체 인구비율","인구밀도"
"부산광역시","Feb-22","205","1549967","3392611","1661587","1731024","100","4405"
"부산광역시","Mar-22","205","1551767","3389422","1659549","1729873","100","4401"
"부산광역시","Apr-22","205","1553032","3386349","1657865","1728484","100","4397"
"부산광역시","May-22","205","1555326","3384454","1656625","1727829","100","4394"
"부산광역시","Oct-21","205","1541975","3402414","1667077","1735337","100","4418"
"부산광역시","Nov-21","205","1543438","3399654","1665542","1734112","100","4415"
"부산광역시","Dec-21","205","1544663","3396109","1663619","1732490","100","4410"
"부산광역시","Jan-22","205","1546414","3394450","1662769","1731681","100","4407"
"부산광역시","Jun-21","205","1533514","3410352","1672132","1738220","100","4429"
"부산광역시","Jul-21","205","1535294","3407350","1670484","1736866","100","4425"
"부산광역시","Aug-21","205","1537395","3404709","1668899","1735810","100","4421"
"부산광역시","Sep-21","205","1540342","3404876","1668426","1736450","100","4422"
"부산광역시","Jan-21","205","1532700","3435787","1684737","1751050","100","4462"
"부산광역시","Feb-21","205","1536242","3433724","1683548","1750176","100","4459"
"부산광역시","Mar-21","205","1527830","3418924","1676908","1742016","100","4440"
"부산광역시","Apr-21","205","1529794","3416090","1675239","1740851","100","4436"
"부산광역시","May-21","205","1532053","3413415","1673765","1739650","100","4433"
"부산광역시","Sep-20","205","1523122","3447612","1691631","1755981","100","4477"
"부산광역시","Oct-20","205","1524888","3445191","1690176","1755015","100","4474"
"부산광역시","Nov-20","205","1527721","3442633","1688633","1754000","100","4471"
"부산광역시","Dec-20","205","1530431","3438710","1686412","1752298","100","4465"
"부산광역시","Mar-23","205","1561008","3364066","1644310","1719756","100","4368"
"부산광역시","Apr-23","205","1561666","3362430","1643246","1719184","100","4366"
"부산광역시","May-23","205","1562595","3361053","1642389","1718664","100","4364"
"부산광역시","Mar-20","205","1505897","3461724","1700307","1761417","100","4495"
"부산광역시","Apr-20","205","1507504","3458506","1698525","1759981","100","4491"
"부산광역시","May-20","205","1511199","3455718","1696813","1758905","100","4488"
"부산광역시","Jun-20","205","1513956","3452910","1695099","1757811","100","4484"
"부산광역시","Jul-20","205","1517200","3450783","1693918","1756865","100","4484"
"부산광역시","Aug-20","205","1520321","3448570","1692507","1756063","100","4478"
"부산광역시","Oct-19","206","1495123","3472359","1707262","1765097","100","4510"
"부산광역시","Nov-19","206","1496361","3470256","1706084","1764172","100","4507"
"부산광역시","Dec-19","206","1497908","3466563","1704098","1762465","100","4502"
"부산광역시","Jan-20","205","1499152","3464508","1702899","1761609","100","4499"
"부산광역시","Feb-20","205","1502333","3463429","1701907","1761522","100","4498"
"부산광역시","May-19","206","1489073","3481742","1713072","1768670","100","4522"
"부산광역시","Jun-19","206","1490226","3479684","1711770","1767914","100","4519"
"부산광역시","Jul-19","206","1491205","3477256","1710383","1766873","100","4516"
"부산광역시","Aug-19","206","1492645","3475051","1709212","1765839","100","4513"
"부산광역시","Sep-19","206","1494074","3475319","1708756","1766563","100","4514"
"부산광역시","2018","206","1475668","3501436","1725901","1775535","100","4547"
"부산광역시","2018","206","1477190","3502021","1725861","1776160","100","4548"
"부산광역시","Jan-19","206","1481315","3490727","1719434","1771293","100","4534"
"부산광역시","Feb-19","206","1483699","3488127","1717892","1770235","100","4530"
"부산광역시","Mar-19","206","1485852","3487142","1716545","1770597","100","4529"
"부산광역시","Apr-19","206","1487469","3484179","1714664","1769515","100","4525"
"부산광역시","2018","206","1479534","3496997","1723147","1773850","100","4541"
"부산광역시","2018","206","1480468","3494019","1721327","1772692","100","4538"
"부산광역시","2018","206","1471933","3513693","1732694","1780999","100","4563"
"부산광역시","2018","206","1472729","3511157","1731259","1779898","100","4560"
"부산광역시","2018","206","1473233","3508576","1729823","1778753","100","4556"
"부산광역시","2017","205","1467555","3520306","1736878","1783428","100","4572"
"부산광역시","2018","206","1468069","3516594","1734978","1781616","100","4567"
"부산광역시","2018","206","1470058","3514419","1733725","1780694","100","4564"
"부산광역시","2018","206","1473448","3506103","1728471","1777632","100","4553"
"부산광역시","2018","206","1474088","3503772","1727156","1776616","100","4550"
"부산광역시","2018","206","1478697","3499004","1724190","1774814","100","4544"
"부산광역시","2017","205","1460244","3534848","1744966","1789882","100","4591"
"부산광역시","2017","205","1462269","3533065","1744087","1788978","100","4589"
"부산광역시","2017","205","1466181","3532896","1743075","1789821","100","4589"
"부산광역시","2017","205","1466384","3527572","1740579","1786993","100","4582"
"부산광역시","2017","205","1466889","3524210","1738793","1785417","100","4578"
"부산광역시","2017","205","1452162","3544675","1751037","1793638","100","4604"
"부산광역시","2017","205","1454891","3542946","1749907","1793039","100","4602"
"부산광역시","2017","205","1456356","3541509","1748351","1793158","100","4600"
"부산광역시","2017","205","1457360","3539532","1747332","1792200","100","4597"
"부산광역시","2017","205","1459062","3537513","1746325","1791188","100","4595"
"부산광역시","2012","214","1389526","3573533","1774993","1798540","100","4643"
"부산광역시","2013","210","1404663","3563578","1767963","1795615","100","4629"
"부산광역시","2014","210","1421648","3557716","1762869","1794847","100","4621"
"부산광역시","2015","206","1437818","3559780","1761594","1798186","100","4624"
"부산광역시","2016","205","1451270","3546887","1752465","1794422","100","4607"
"부산광역시","2017","205","1467555","3520306","1736878","1783428","100","4572"
"부산광역시","2017","205","1464626","3532088","1743282","1788806","100","4588"
"부산광역시","2007","223","1300692","3615101","1801832","1813269","100","4722"
"부산광역시","2008","217","1311724","3596063","1791273","1804790","100","4695"
"부산광역시","2009","215","1323771","3574340","1778834","1795506","100","4666"
"부산광역시","2010","215","1371346","3600381","1791455","1808926","100","4692"
"부산광역시","2011","214","1381257","3586079","1783378","1802701","100","4667"
