"구군","제공연도","동수","세대수","총인구수","남성인구수","여성인구수","시 전체 인구비율","인구밀도"
"부산광역시 해운대구","Oct-22","18","170828","392763","188511","204252","11.7","7621"
"부산광역시 해운대구","Nov-22","18","170637","392291","188227","204064","11.6","7611"
"부산광역시 해운대구","Dec-22","18","170435","391763","187958","203805","11.6","7601"
"부산광역시 해운대구","Jan-23","18","170261","391279","187735","203544","11.6","7592"
"부산광역시 해운대구","Jun-22","18","171960","396120","190250","205870","11.7","7686"
"부산광역시 해운대구","Jul-22","18","172005","395601","189985","205616","11.7","7676"
"부산광역시 해운대구","Aug-22","18","171837","394626","189458","205168","11.7","7657"
"부산광역시 해운대구","Sep-22","18","170998","393151","188716","204435","11.7","7628"
"부산광역시 해운대구","Feb-22","18","172279","399486","191987","207499","11.8","7751"
"부산광역시 해운대구","Mar-22","18","172227","398483","191470","207013","11.8","7732"
"부산광역시 해운대구","Apr-22","18","172217","397957","191257","206700","11.8","7721"
"부산광역시 해운대구","May-22","18","172126","396931","190686","206245","11.7","7701"
"부산광역시 해운대구","Sep-21","18","172237","402554","193562","208992","11.8","7817"
"부산광역시 해운대구","Oct-21","18","172349","402195","193432","208763","11.8","7810"
"부산광역시 해운대구","Nov-21","18","172455","401778","193218","208560","11.8","7802"
"부산광역시 해운대구","Dec-21","18","172397","401131","192901","208230","11.8","7783"
"부산광역시 해운대구","Jan-22","18","172327","400488","192518","207970","11.8","7770"
"부산광역시 해운대구","May-21","18","171558","403908","194388","209520","11.8","7843"
"부산광역시 해운대구","Jun-21","18","171791","403635","194245","209390","11.8","7838"
"부산광역시 해운대구","Jul-21","18","171911","403262","194033","209229","11.8","7830"
"부산광역시 해운대구","Aug-21","18","172076","402709","193728","208981","11.8","7820"
"부산광역시 해운대구","Jan-21","18","171528","406349","195600","210749","11.8","7890"
"부산광역시 해운대구","Feb-21","18","171770","405922","195335","210587","11.8","7882"
"부산광역시 해운대구","Mar-21","18","171352","404748","194836","209912","11.8","7859"
"부산광역시 해운대구","Apr-21","18","171558","404514","194679","209835","11.8","7855"
"부산광역시 해운대구","Sep-20","18","170518","407443","196191","211252","11.8","7916"
"부산광역시 해운대구","Oct-20","18","170815","407492","196181","211311","11.8","7917"
"부산광역시 해운대구","Nov-20","18","171099","407182","196040","211142","11.8","7911"
"부산광역시 해운대구","Dec-20","18","171376","406818","195883","210935","11.8","7899"
"부산광역시 해운대구","Feb-23","18","170331","390489","187324","203165","11.6","7576"
"부산광역시 해운대구","Mar-23","18","170251","389843","186999","202844","11.6","7564"
"부산광역시 해운대구","Apr-23","18","170185","389361","186762","202599","11.6","7555"
"부산광역시 해운대구","May-23","18","170221","389117","186620","202497","11.6","7550"
"부산광역시 해운대구","Mar-20","18","169141","410223","197881","212342","11.9","7970"
"부산광역시 해운대구","Apr-20","18","169357","410242","197838","212404","11.9","7971"
"부산광역시 해운대구","May-20","18","169532","409307","197310","211997","11.8","7952"
"부산광역시 해운대구","Jun-20","18","169825","408732","196993","211739","11.8","7941"
"부산광역시 해운대구","Jul-20","18","170255","408611","196894","211717","11.8","7939"
"부산광역시 해운대구","Aug-20","18","170290","407804","196437","211367","11.8","7923"
"부산광역시 해운대구","Oct-19","18","168247","411176","198486","212690","11.8","7989"
"부산광역시 해운대구","Nov-19","18","168454","411346","198530","212816","11.9","7992"
"부산광역시 해운대구","Dec-19","18","168650","411293","198499","212794","11.9","7991"
"부산광역시 해운대구","Jan-20","18","168851","411497","198570","212927","11.9","7995"
"부산광역시 해운대구","Feb-20","18","168916","410898","198269","212629","11.9","7983"
"부산광역시 해운대구","Apr-19","18","167666","413611","199741","213870","11.9","8036"
"부산광역시 해운대구","May-19","18","167782","413160","199482","213678","11.9","8027"
"부산광역시 해운대구","Jun-19","18","167790","412658","199239","213419","11.9","8017"
"부산광역시 해운대구","Jul-19","18","167827","412170","199000","213170","11.9","8008"
"부산광역시 해운대구","Aug-19","18","167937","411693","198746","212947","11.8","7999"
"부산광역시 해운대구","Sep-19","18","168095","411445","198642","212803","11.8","7994"
"부산광역시 해운대구","2018","18","166156","415530","201072","214458","11.9","8073"
"부산광역시 해운대구","2018","18","166357","415413","200994","214419","11.9","8071"
"부산광역시 해운대구","Jan-19","18","166906","414415","200323","214092","11.9","8052"
"부산광역시 해운대구","Feb-19","18","167223","414258","200209","214049","11.9","8049"
"부산광역시 해운대구","Mar-19","18","167490","413911","199992","213919","11.9","8042"
"부산광역시 해운대구","2018","18","166545","414834","200643","214191","11.9","8060"
"부산광역시 해운대구","2018","18","166748","414611","200474","214137","11.9","8055"
"부산광역시 해운대구","2018","18","165529","417174","202167","215007","11.9","8105"
"부산광역시 해운대구","2018","18","165796","417100","202104","214996","11.9","8104"
"부산광역시 해운대구","2018","18","165857","416930","201965","214965","11.9","8100"
"부산광역시 해운대구","2018","18","166035","415896","201333","214563","11.9","8080"
"부산광역시 해운대구","2017","18","165002","417161","202206","214955","11.9","8105"
"부산광역시 해운대구","2018","18","165184","416956","202085","214871","11.9","8101"
"부산광역시 해운대구","2018","18","165959","416668","201772","214896","11.9","8095"
"부산광역시 해운대구","2018","18","165966","416311","201582","214729","11.9","8088"
"부산광역시 해운대구","2018","18","166534","415127","200795","214332","11.9","8065"
"부산광역시 해운대구","2017","18","165291","422005","204775","217230","11.9","8199"
"부산광역시 해운대구","2017","18","165325","421409","204439","216970","11.9","8187"
"부산광역시 해운대구","2017","18","165331","420825","204161","216664","11.9","8176"
"부산광역시 해운대구","2017","18","165227","419243","203289","215954","11.9","8145"
"부산광역시 해운대구","2017","18","165111","418275","202764","215511","11.9","8126"
"부산광역시 해운대구","2017","18","165076","417779","202533","215246","11.9","8117"
"부산광역시 해운대구","2017","18","165279","419984","203699","216285","11.9","8160"
"부산광역시 해운대구","2017","18","165314","424532","206120","218412","12","8248"
"부산광역시 해운대구","2017","18","165334","423609","205667","217942","12","8230"
"부산광역시 해운대구","2017","18","165300","423107","205345","217762","11.9","8220"
"부산광역시 해운대구","2017","18","165314","422674","205131","217543","11.9","8212"
"부산광역시 해운대구","2013","18","161081","429109","209230","219879","12.04","8337"
"부산광역시 해운대구","2014","18","162347","427460","208414","219046","12.02","8305"
"부산광역시 해운대구","2015","17","164386","428004","208501","219503","12","8316"
"부산광역시 해운대구","2016","18","165290","425036","206459","218577","12","8258"
"부산광역시 해운대구","2017","18","165002","417161","202206","214955","11.9","8105"
"부산광역시 해운대구","2007","18","148828","426138","209496","216642","11.79","8283"
"부산광역시 해운대구","2008","18","150668","426949","209488","217461","11.87","8297"
"부산광역시 해운대구","2009","18","153019","427619","209595","218024","11.96","8310"
"부산광역시 해운대구","2010","18","157282","429477","210163","219314","11.93","8346"
"부산광역시 해운대구","2011","18","158114","428663","209690","218973","11.95","8330"
"부산광역시 해운대구","2012","18","160053","431526","210759","220767","12.08","8386"
"부산광역시 중구","Oct-22","9","24056","42136","20846","21290","1.3","14889"
"부산광역시 중구","Nov-22","9","24012","42001","20778","21223","1.2","14841"
"부산광역시 중구","Dec-22","9","23960","41909","20725","21184","1.2","14809"
"부산광역시 중구","Jan-23","9","23965","41913","20703","21210","1.2","14810"
"부산광역시 중구","Feb-23","9","24123","41957","20738","21219","1.2","14826"
"부산광역시 중구","Jun-22","9","24304","42692","21173","21519","1.3","15086"
"부산광역시 중구","Jul-22","9","24275","42594","21124","21470","1.3","15051"
"부산광역시 중구","Aug-22","9","24265","42455","21055","21400","1.3","15002"
"부산광역시 중구","Sep-22","9","24107","42267","20951","21316","1.3","14935"
"부산광역시 중구","Feb-22","9","24129","42680","21156","21524","1.3","15081"
"부산광역시 중구","Mar-22","9","24218","42725","21157","21568","1.3","15097"
"부산광역시 중구","Apr-22","9","24269","42773","21193","21580","1.3","15114"
"부산광역시 중구","May-22","9","24303","42680","21186","21494","1.3","15081"
"부산광역시 중구","Oct-21","9","23909","42734","21189","21545","1.3","15100"
"부산광역시 중구","Nov-21","9","23898","42602","21119","21483","1.3","15054"
"부산광역시 중구","Dec-21","9","23925","42609","21120","21489","1.3","15056"
"부산광역시 중구","Jan-22","9","23979","42636","21149","21487","1.3","15066"
"부산광역시 중구","Jun-21","9","23583","42619","21140","21479","1.2","15060"
"부산광역시 중구","Jul-21","9","23714","42734","21213","21521","1.3","15100"
"부산광역시 중구","Aug-21","9","23820","42768","21216","21552","1.3","15112"
"부산광역시 중구","Sep-21","9","23878","42760","21217","21543","1.3","15110"
"부산광역시 중구","Jan-21","9","23923","43657","21599","22058","1.3","15427"
"부산광역시 중구","Feb-21","9","24010","43629","21598","22031","1.3","15417"
"부산광역시 중구","Mar-21","9","23951","43438","21511","21927","1.3","15349"
"부산광역시 중구","Apr-21","9","24006","43362","21452","21910","1.3","15322"
"부산광역시 중구","May-21","9","24022","43216","21366","21850","1.3","15271"
"부산광역시 중구","Sep-20","9","23682","43644","21660","21984","1.3","15422"
"부산광역시 중구","Oct-20","9","23723","43648","21652","21996","1.3","15423"
"부산광역시 중구","Nov-20","9","23773","43571","21609","21962","1.3","15396"
"부산광역시 중구","Dec-20","9","23847","43617","21621","21996","1.3","15412"
"부산광역시 중구","Mar-23","9","24099","41862","20698","21164","1.2","14792"
"부산광역시 중구","Apr-23","9","24061","41890","20662","21228","1.2","14802"
"부산광역시 중구","May-23","9","24066","41732","20594","21138","1.2","14746"
"부산광역시 중구","Mar-20","9","23305","44031","21839","22192","1.3","15559"
"부산광역시 중구","Apr-20","9","23313","43931","21791","22140","1.3","15523"
"부산광역시 중구","May-20","9","23406","43835","21755","22080","1.3","15489"
"부산광역시 중구","Jun-20","9","23456","43722","21702","22020","1.3","15449"
"부산광역시 중구","Jul-20","9","23544","43721","21688","22033","1.2","15449"
"부산광역시 중구","Aug-20","9","23626","43691","21663","22028","1.3","15439"
"부산광역시 중구","Oct-19","9","23108","44213","21983","22230","1.3","15623"
"부산광역시 중구","Nov-19","9","23153","44169","21959","22210","1.3","15607"
"부산광역시 중구","Dec-19","9","23160","44072","21904","22168","1.3","15573"
"부산광역시 중구","Jan-20","9","23189","44107","21902","22205","1.3","15586"
"부산광역시 중구","Feb-20","9","23272","44115","21899","22216","1.3","15588"
"부산광역시 중구","May-19","9","23037","44436","22108","22328","1.3","15702"
"부산광역시 중구","Jun-19","9","23082","44474","22101","22373","1.3","15715"
"부산광역시 중구","Jul-19","9","23125","44476","22107","22369","1.3","15716"
"부산광역시 중구","Aug-19","9","23095","44278","22017","22261","1.3","15646"
"부산광역시 중구","Sep-19","9","23093","44223","21987","22236","1.3","15627"
"부산광역시 중구","2018","9","23025","45121","22413","22708","1.3","15944"
"부산광역시 중구","2018","9","23017","45064","22387","22677","1.3","15924"
"부산광역시 중구","Jan-19","9","22953","44734","22212","22522","1.3","15807"
"부산광역시 중구","Feb-19","9","23017","44673","22194","22479","1.3","15786"
"부산광역시 중구","Mar-19","9","23043","44635","22163","22472","1.3","15772"
"부산광역시 중구","Apr-19","9","23051","44575","22152","22423","1.3","15751"
"부산광역시 중구","2018","9","23006","44952","22330","22622","1.3","15884"
"부산광역시 중구","2018","9","22975","44852","22255","22597","1.3","15849"
"부산광역시 중구","2018","9","23232","45788","22731","23057","1.3","16180"
"부산광역시 중구","2018","9","23207","45698","22669","23029","1.3","16148"
"부산광역시 중구","2018","9","23173","45571","22603","22968","1.3","16103"
"부산광역시 중구","2017","9","23284","46066","22843","23223","1.3","16278"
"부산광역시 중구","2018","9","23265","45965","22793","23172","1.3","16242"
"부산광역시 중구","2018","9","23235","45821","22748","23073","1.3","16191"
"부산광역시 중구","2018","9","23089","45408","22524","22884","1.3","16045"
"부산광역시 중구","2018","9","23043","45278","22495","22783","1.3","15999"
"부산광역시 중구","2018","9","23001","45026","22373","22653","1.3","15910"
"부산광역시 중구","2017","9","23262","46729","23192","23537","1.3","16512"
"부산광역시 중구","2017","9","23296","46682","23131","23551","1.3","16495"
"부산광역시 중구","2017","9","23300","46584","23096","23488","1.3","16461"
"부산광역시 중구","2017","9","23301","46479","23065","23414","1.3","16424"
"부산광역시 중구","2017","9","23282","46323","22971","23352","1.3","16391"
"부산광역시 중구","2017","9","23281","46169","22901","23268","1.3","16337"
"부산광역시 중구","2017","9","23333","46538","23072","23466","1.3","16445"
"부산광역시 중구","2017","9","23261","47061","23389","23672","1.3","16629"
"부산광역시 중구","2017","9","23287","46989","23340","23649","1.3","16604"
"부산광역시 중구","2017","9","23291","46975","23348","23627","1.3","16599"
"부산광역시 중구","2017","9","23271","46838","23259","23579","1.3","16551"
"부산광역시 중구","2012","9","23309","49407","24540","24867","1.38","17458"
"부산광역시 중구","2013","9","23374","48614","24206","24408","1.36","17178"
"부산광역시 중구","2014","9","23493","48058","23949","24109","1.35","16982"
"부산광역시 중구","2015","9","23295","47530","23598","23932","1.3","16795"
"부산광역시 중구","2016","9","23282","47117","23414","23703","1.3","16649"
"부산광역시 중구","2017","9","23284","46066","22843","23223","1.3","16278"
"부산광역시 중구","2007","9","21595","50932","25067","25865","1.41","18190"
"부산광역시 중구","2008","9","21920","50602","24973","25629","1.41","17960"
"부산광역시 중구","2009","9","22064","49983","24805","25178","1.4","17724"
"부산광역시 중구","2010","9","23266","50555","25055","25500","1.4","17927"
"부산광역시 중구","2011","9","23284","49859","24761","25098","1.39","17680"
"부산광역시 영도구","Oct-22","11","54440","110574","54641","55933","3.3","7787"
"부산광역시 영도구","Nov-22","11","54362","110386","54570","55816","3.3","7774"
"부산광역시 영도구","Dec-22","11","54342","110254","54498","55756","3.3","7764"
"부산광역시 영도구","Jan-23","11","54304","110063","54398","55665","3.3","7751"
"부산광역시 영도구","Jun-22","11","54700","111307","55055","56252","3.3","7839"
"부산광역시 영도구","Jul-22","11","54725","111271","55039","56232","3.3","7836"
"부산광역시 영도구","Aug-22","11","54711","111100","54973","56127","3.3","7824"
"부산광역시 영도구","Sep-22","11","54474","110813","54787","56026","3.3","7804"
"부산광역시 영도구","Feb-22","11","54560","111807","55305","56502","3.3","7874"
"부산광역시 영도구","Mar-22","11","54518","111479","55151","56328","3.3","7851"
"부산광역시 영도구","Apr-22","11","54478","111254","55011","56243","3.3","7835"
"부산광역시 영도구","May-22","11","54650","111321","55051","56270","3.3","7840"
"부산광역시 영도구","Oct-21","11","54721","112928","55813","57115","3.3","7953"
"부산광역시 영도구","Nov-21","11","54721","112715","55720","56995","3.3","7938"
"부산광역시 영도구","Dec-21","11","54659","112451","55576","56875","3.3","7919"
"부산광역시 영도구","Jan-22","11","54609","112237","55482","56755","3.3","7904"
"부산광역시 영도구","Jun-21","11","54568","113510","56185","57325","3.3","7994"
"부산광역시 영도구","Jul-21","11","54643","113411","56127","57284","3.3","7987"
"부산광역시 영도구","Aug-21","11","54681","113193","55995","57198","3.3","7971"
"부산광역시 영도구","Sep-21","11","54701","113026","55895","57131","3.3","7960"
"부산광역시 영도구","Jan-21","11","54905","114844","56803","58041","3.3","8088"
"부산광역시 영도구","Feb-21","11","54936","114636","56704","57932","3.3","8073"
"부산광역시 영도구","Mar-21","11","54048","113332","56124","57208","3.3","7981"
"부산광역시 영도구","Apr-21","11","54141","113204","56078","57126","3.3","7972"
"부산광역시 영도구","May-21","11","54388","113378","56123","57255","3.3","7984"
"부산광역시 영도구","Sep-20","11","54896","116212","57502","58710","3.4","8184"
"부산광역시 영도구","Oct-20","11","54876","115852","57322","58530","3.4","8159"
"부산광역시 영도구","Nov-20","11","54896","115513","57142","58371","3.4","8135"
"부산광역시 영도구","Dec-20","11","54903","115144","56953","58191","3.3","8109"
"부산광역시 영도구","Feb-23","11","54322","109865","54304","55561","3.3","7737"
"부산광역시 영도구","Mar-23","11","54335","109774","54241","55533","3.3","7731"
"부산광역시 영도구","Apr-23","11","54299","109553","54131","55422","3.3","7715"
"부산광역시 영도구","May-23","11","54248","109412","54070","55342","3.3","7705"
"부산광역시 영도구","Mar-20","11","54837","117765","58299","59466","3.4","8293"
"부산광역시 영도구","Apr-20","11","54812","117469","58138","59331","3.4","8272"
"부산광역시 영도구","May-20","11","54884","117176","57970","59206","3.4","8252"
"부산광역시 영도구","Jun-20","11","54866","116896","57795","59101","3.4","8232"
"부산광역시 영도구","Jul-20","11","54914","116752","57748","59004","3.3","8222"
"부산광역시 영도구","Aug-20","11","54870","116477","57634","58843","3.4","8203"
"부산광역시 영도구","Oct-19","11","54928","119244","59125","60119","3.4","8397"
"부산광역시 영도구","Nov-19","11","54909","118962","58960","60002","3.4","8378"
"부산광역시 영도구","Dec-19","11","54859","118628","58806","59822","3.4","8354"
"부산광역시 영도구","Jan-20","11","54852","118353","58647","59706","3.4","8335"
"부산광역시 영도구","Feb-20","11","54824","118055","58463","59592","3.4","8314"
"부산광역시 영도구","May-19","11","55197","120651","59810","60841","3.5","8497"
"부산광역시 영도구","Jun-19","11","55185","120451","59711","60740","3.5","8482"
"부산광역시 영도구","Jul-19","11","55145","120174","59570","60604","3.5","8463"
"부산광역시 영도구","Aug-19","11","55090","119870","59422","60448","3.4","8442"
"부산광역시 영도구","Sep-19","11","55018","119602","59289","60313","3.4","8423"
"부산광역시 영도구","2018","11","55411","123118","61154","61964","3.5","8676"
"부산광역시 영도구","2018","11","55415","122920","61043","61877","3.5","8662"
"부산광역시 영도구","Jan-19","11","55243","121540","60314","61226","3.5","8559"
"부산광역시 영도구","Feb-19","11","55237","121302","60189","61113","3.5","8542"
"부산광역시 영도구","Mar-19","11","55222","121063","60039","61024","3.5","8526"
"부산광역시 영도구","Apr-19","11","55196","120912","59959","60953","3.5","8515"
"부산광역시 영도구","2018","11","55340","122219","60701","61518","3.5","8613"
"부산광역시 영도구","2018","11","55312","121934","60554","61380","3.5","8587"
"부산광역시 영도구","2018","11","55696","124655","61900","62755","3.5","8785"
"부산광역시 영도구","2018","11","55651","124343","61731","62612","3.5","8763"
"부산광역시 영도구","2018","11","55578","123963","61557","62406","3.5","8736"
"부산광역시 영도구","2017","11","55713","125347","62284","63063","3.6","8833"
"부산광역시 영도구","2018","11","55710","125140","62173","62967","3.6","8819"
"부산광역시 영도구","2018","11","55720","124918","62046","62872","3.6","8803"
"부산광역시 영도구","2018","11","55534","123735","61454","62281","3.5","8720"
"부산광역시 영도구","2018","11","55445","123408","61279","62129","3.5","8697"
"부산광역시 영도구","2018","11","55399","122497","60828","61669","3.5","8633"
"부산광역시 영도구","2017","11","55559","126499","62903","63596","3.6","8915"
"부산광역시 영도구","2017","11","55521","126303","62832","63471","3.6","8901"
"부산광역시 영도구","2017","11","55514","126081","62715","63366","3.6","8885"
"부산광역시 영도구","2017","11","55632","125889","62588","63301","3.6","8872"
"부산광역시 영도구","2017","11","55651","125698","62483","63215","3.6","8855"
"부산광역시 영도구","2017","11","55661","125487","62345","63142","3.6","8840"
"부산광역시 영도구","2017","11","55546","125905","62628","63277","3.6","8873"
"부산광역시 영도구","2017","11","55807","127871","63597","64274","3.6","9011"
"부산광역시 영도구","2017","11","55750","127476","63421","64055","3.6","8984"
"부산광역시 영도구","2017","11","55672","127176","63248","63928","3.6","8962"
"부산광역시 영도구","2017","11","55608","126884","63104","63780","3.6","8942"
"부산광역시 영도구","2013","11","57277","137437","68619","68818","3.86","9727"
"부산광역시 영도구","2014","11","56580","133750","66691","67059","3.76","9452"
"부산광역시 영도구","2015","11","56446","131251","65359","65892","3.7","9276"
"부산광역시 영도구","2016","11","55893","128259","63775","64484","3.6","9039"
"부산광역시 영도구","2017","11","55713","125347","62284","63063","3.6","8833"
"부산광역시 영도구","2007","11","57914","156661","78466","78195","4.33","11158"
"부산광역시 영도구","2008","11","57948","153802","77012","76790","4.28","10908"
"부산광역시 영도구","2009","11","57651","149787","74937","74850","4.19","10601"
"부산광역시 영도구","2010","11","59147","148431","74259","74172","4.12","10505"
"부산광역시 영도구","2011","11","58584","144884","72409","72475","4.04","10254"
"부산광역시 영도구","2012","11","57900","141422","70643","70779","3.96","10009"
"부산광역시 연제구","Oct-22","12","93706","205309","98432","106877","6.1","16968"
"부산광역시 연제구","Nov-22","12","93581","204819","98167","106652","6.1","16927"
"부산광역시 연제구","Dec-22","12","93557","204504","97988","106516","6.1","16901"
"부산광역시 연제구","Jan-23","12","93490","204173","97821","106352","6.1","16874"
"부산광역시 연제구","Jun-22","12","94167","207060","99451","107609","6.1","17112"
"부산광역시 연제구","Jul-22","12","94147","206812","99295","107517","6.1","17092"
"부산광역시 연제구","Aug-22","12","94136","206433","99077","107356","6.1","17061"
"부산광역시 연제구","Sep-22","12","93840","205804","98703","107101","6.1","17009"
"부산광역시 연제구","Jan-22","12","93890","208255","100213","108042","6.1","17211"
"부산광역시 연제구","Feb-22","12","94026","208090","100065","108025","6.1","17198"
"부산광역시 연제구","Mar-22","12","94091","207847","99905","107942","6.1","17177"
"부산광역시 연제구","Apr-22","12","94123","207592","99716","107876","6.1","17156"
"부산광역시 연제구","May-22","12","94182","207425","99622","107803","6.1","17143"
"부산광역시 연제구","Sep-21","12","92451","206585","99349","107236","6.1","17073"
"부산광역시 연제구","Oct-21","12","92572","206511","99339","107172","6.1","17067"
"부산광역시 연제구","Nov-21","12","92850","206649","99389","107260","6.1","17078"
"부산광역시 연제구","Dec-21","12","93606","208050","100107","107943","6.1","17194"
"부산광역시 연제구","May-21","12","92100","207472","99817","107655","6.1","17146"
"부산광역시 연제구","Jun-21","12","92165","207173","99637","107536","6.1","17122"
"부산광역시 연제구","Jul-21","12","92192","206864","99444","107420","6.1","17096"
"부산광역시 연제구","Aug-21","12","92236","206624","99365","107259","6.1","17076"
"부산광역시 연제구","Jan-21","12","92694","209856","100913","108943","6.1","17343"
"부산광역시 연제구","Feb-21","12","92851","209692","100802","108890","6.1","17330"
"부산광역시 연제구","Mar-21","12","92104","208352","100297","108055","6.1","17219"
"부산광역시 연제구","Apr-21","12","92091","207912","100048","107864","6.1","17183"
"부산광역시 연제구","Aug-20","12","92154","211128","101701","109427","6.1","17449"
"부산광역시 연제구","Sep-20","12","92418","211344","101768","109576","6.1","17466"
"부산광역시 연제구","Oct-20","12","92475","211175","101675","109500","6.1","17452"
"부산광역시 연제구","Nov-20","12","92535","210666","101381","109285","6.1","17410"
"부산광역시 연제구","Dec-20","12","92583","210128","101055","109073","6.1","17366"
"부산광역시 연제구","Feb-23","12","93538","204025","97696","106329","6.1","16862"
"부산광역시 연제구","Mar-23","12","93650","204094","97715","106379","6.1","16867"
"부산광역시 연제구","Apr-23","12","93724","204073","97695","106378","6.1","16866"
"부산광역시 연제구","May-23","12","93852","204023","97637","106386","6.1","16861"
"부산광역시 연제구","Apr-20","12","91122","211136","101828","109308","6.1","17449"
"부산광역시 연제구","May-20","12","91287","210893","101643","109250","6.1","17429"
"부산광역시 연제구","Jun-20","12","91412","210515","101437","109078","6.1","17398"
"부산광역시 연제구","Jul-20","12","91608","210336","101353","108983","6","17383"
"부산광역시 연제구","Sep-19","12","89916","210393","101605","108788","6.1","17388"
"부산광역시 연제구","Oct-19","12","90068","210565","101705","108860","6.1","17402"
"부산광역시 연제구","Nov-19","12","90131","210584","101767","108817","6.1","17404"
"부산광역시 연제구","Dec-19","12","90266","210443","101654","108789","6.1","17392"
"부산광역시 연제구","Jan-20","12","90601","211026","101888","109138","6.1","17440"
"부산광역시 연제구","Feb-20","12","90948","211562","102142","109420","6.1","17484"
"부산광역시 연제구","Mar-20","12","91106","211385","101999","109386","6.1","17470"
"부산광역시 연제구","Apr-19","12","89325","210736","101963","108773","6","17416"
"부산광역시 연제구","May-19","12","89722","211258","102148","109110","6.1","17459"
"부산광역시 연제구","Jun-19","12","89777","211051","101977","109074","6.1","17442"
"부산광역시 연제구","Jul-19","12","89807","210876","101904","108972","6.1","17428"
"부산광역시 연제구","Aug-19","12","89873","210572","101736","108836","6.1","17403"
"부산광역시 연제구","2018","12","86155","206054","99961","106093","5.9","17029"
"부산광역시 연제구","2018","12","86246","205925","99876","106049","5.9","17019"
"부산광역시 연제구","Jan-19","12","88261","209412","101400","108012","6","17307"
"부산광역시 연제구","Feb-19","12","88520","209641","101496","108145","6","17326"
"부산광역시 연제구","Mar-19","12","88757","209846","101552","108294","6","17343"
"부산광역시 연제구","2018","12","86642","206494","100136","106358","5.9","17066"
"부산광역시 연제구","2018","12","87338","207837","100745","107092","5.9","17177"
"부산광역시 연제구","2018","12","87833","208844","101171","107673","6","17260"
"부산광역시 연제구","2018","12","86070","207396","100757","106639","5.9","17140"
"부산광역시 연제구","2018","12","86036","206953","100495","106458","5.9","17104"
"부산광역시 연제구","2018","12","85983","206667","100353","106314","5.9","17080"
"부산광역시 연제구","2018","12","86080","206207","100062","106145","5.9","17042"
"부산광역시 연제구","2017","12","85792","207828","101077","106751","5.9","17177"
"부산광역시 연제구","2018","12","86013","207717","100965","106752","5.9","17167"
"부산광역시 연제구","2018","12","86005","206424","100209","106215","5.9","17060"
"부산광역시 연제구","2018","12","86046","206259","100116","106143","5.9","17046"
"부산광역시 연제구","2017","12","85133","208190","101389","106801","5.9","17206"
"부산광역시 연제구","2017","12","85196","208077","101345","106732","5.9","17196"
"부산광역시 연제구","2017","12","85419","208350","101426","106924","5.9","17219"
"부산광역시 연제구","2017","12","85701","208423","101399","107024","5.9","17225"
"부산광역시 연제구","2017","12","85731","208055","101193","106862","5.9","17196"
"부산광역시 연제구","2017","12","85580","208468","101418","107050","5.9","17229"
"부산광역시 연제구","2017","12","84446","208147","101629","106518","5.9","17202"
"부산광역시 연제구","2017","12","84949","208679","101770","106909","5.9","17246"
"부산광역시 연제구","2017","12","85892","207729","100988","106741","5.9","17168"
"부산광역시 연제구","2017","12","85053","208548","101657","106891","5.9","17235"
"부산광역시 연제구","2017","12","85036","208298","101464","106834","5.9","17215"
"부산광역시 연제구","2012","12","82161","212326","104791","107535","5.94","17577"
"부산광역시 연제구","2013","12","82467","210043","103443","106600","5.89","17388"
"부산광역시 연제구","2014","12","83188","208787","102697","106090","5.87","17284"
"부산광역시 연제구","2015","12","84543","211645","103885","107760","5.9","17520"
"부산광역시 연제구","2016","12","84398","208211","101692","106519","5.9","17208"
"부산광역시 연제구","2017","12","85892","207729","100988","106741","5.9","17168"
"부산광역시 연제구","2007","13","76197","213435","105607","107828","5.9","17668"
"부산광역시 연제구","2008","12","77326","213698","105578","108120","5.94","17693"
"부산광역시 연제구","2009","12","77490","211184","104467","106717","5.91","17482"
"부산광역시 연제구","2010","12","80824","213453","105533","107920","5.93","17670"
"부산광역시 연제구","2011","12","82005","214131","105803","108328","5.97","17726"
"부산광역시 수영구","Oct-22","10","87311","176481","82974","93507","5.2","17268"
"부산광역시 수영구","Nov-22","10","87360","176704","83024","93680","5.2","17290"
"부산광역시 수영구","Dec-22","10","87361","176615","82951","93664","5.2","17281"
"부산광역시 수영구","Jan-23","10","87487","176725","82964","93761","5.3","17292"
"부산광역시 수영구","May-22","10","86829","176398","83060","93338","5.2","17260"
"부산광역시 수영구","Jun-22","10","86992","176490","83094","93396","5.2","17269"
"부산광역시 수영구","Jul-22","10","87128","176476","83055","93421","5.2","17268"
"부산광역시 수영구","Aug-22","10","87245","176370","82976","93394","5.2","17257"
"부산광역시 수영구","Sep-22","10","87065","176074","82810","93264","5.2","17228"
"부산광역시 수영구","Jan-22","10","86014","176586","83261","93325","5.2","17278"
"부산광역시 수영구","Feb-22","10","86261","176542","83210","93332","5.2","17274"
"부산광역시 수영구","Mar-22","10","86445","176361","83049","93312","5.2","17256"
"부산광역시 수영구","Apr-22","10","86584","176350","83040","93310","5.2","17255"
"부산광역시 수영구","Sep-21","10","85573","177537","83785","93752","5.2","17389"
"부산광역시 수영구","Oct-21","10","85693","177319","83679","93640","5.2","17367"
"부산광역시 수영구","Nov-21","10","85830","177120","83560","93560","5.2","17348"
"부산광역시 수영구","Dec-21","10","85896","176812","83375","93437","5.2","17301"
"부산광역시 수영구","May-21","10","84790","177739","83958","93781","5.2","17408"
